day,month,year,flow,hyear,baseflow,Date
30,8,2003,55,2003,53.81818181818182,2003-08-30
31,8,2003,73,2003,54.72727272727273,2003-08-31
1,9,2003,144,2003,55.63636363636364,2003-09-01
2,9,2003,176,2003,56.54545454545455,2003-09-02
3,9,2003,113,2003,57.45454545454545,2003-09-03
4,9,2003,87,2003,58.36363636363636,2003-09-04
5,9,2003,81,2003,59.27272727272727,2003-09-05
6,9,2003,74,2003,60.18181818181818,2003-09-06
7,9,2003,67,2003,61.09090909090909,2003-09-07
8,9,2003,62,2003,62,2003-09-08
9,9,2003,62,2003,61.76923076923077,2003-09-09
10,9,2003,70,2003,61.53846153846154,2003-09-10
11,9,2003,112,2003,61.30769230769231,2003-09-11
12,9,2003,116,2003,61.07692307692308,2003-09-12
13,9,2003,106,2003,60.84615384615385,2003-09-13
14,9,2003,95,2003,60.61538461538461,2003-09-14
15,9,2003,82,2003,60.38461538461539,2003-09-15
16,9,2003,76,2003,60.15384615384615,2003-09-16
17,9,2003,70,2003,59.92307692307692,2003-09-17
18,9,2003,68,2003,59.69230769230769,2003-09-18
19,9,2003,62,2003,59.46153846153846,2003-09-19
20,9,2003,61,2003,59.23076923076923,2003-09-20
21,9,2003,59,2003,59,2003-09-21
22,9,2003,58,2003,58,2003-09-22
23,9,2003,57,2003,57,2003-09-23
24,9,2003,59,2003,58,2003-09-24
25,9,2003,79,2003,59,2003-09-25
26,9,2003,81,2003,60,2003-09-26
27,9,2003,70,2003,61,2003-09-27
28,9,2003,64,2003,62,2003-09-28
29,9,2003,63,2003,63,2003-09-29
30,9,2003,101,2003,63.714285714285715,2003-09-30
1,10,2003,134,2003,64.42857142857143,2003-10-01
2,10,2003,113,2003,65.14285714285714,2003-10-02
3,10,2003,96,2003,65.85714285714286,2003-10-03
4,10,2003,87,2003,66.57142857142857,2003-10-04
5,10,2003,330,2003,67.28571428571429,2003-10-05
6,10,2003,479,2003,68,2003-10-06
7,10,2003,402,2003,68.71428571428571,2003-10-07
8,10,2003,335,2003,69.42857142857143,2003-10-08
9,10,2003,309,2003,70.14285714285714,2003-10-09
10,10,2003,241,2003,70.85714285714286,2003-10-10
11,10,2003,194,2003,71.57142857142857,2003-10-11
12,10,2003,156,2003,72.28571428571429,2003-10-12
13,10,2003,131,2003,73,2003-10-13
14,10,2003,116,2003,73.71428571428572,2003-10-14
15,10,2003,103,2003,74.42857142857143,2003-10-15
16,10,2003,94,2003,75.14285714285714,2003-10-16
17,10,2003,88,2003,75.85714285714286,2003-10-17
18,10,2003,84,2003,76.57142857142857,2003-10-18
19,10,2003,81,2003,77.28571428571428,2003-10-19
20,10,2003,78,2003,78,2003-10-20
21,10,2003,99,2003,87.44444444444444,2003-10-21
22,10,2003,226,2003,96.88888888888889,2003-10-22
23,10,2003,248,2003,106.33333333333333,2003-10-23
24,10,2003,243,2003,115.77777777777777,2003-10-24
25,10,2003,258,2003,125.22222222222223,2003-10-25
26,10,2003,224,2003,134.66666666666666,2003-10-26
27,10,2003,186,2003,144.11111111111111,2003-10-27
28,10,2003,176,2003,153.55555555555554,2003-10-28
29,10,2003,163,2003,163,2003-10-29
30,10,2003,176,2003,162.94736842105263,2003-10-30
31,10,2003,363,2003,162.89473684210526,2003-10-31
1,11,2003,520,2003,162.8421052631579,2003-11-01
2,11,2003,980,2003,162.78947368421052,2003-11-02
3,11,2003,967,2003,162.73684210526315,2003-11-03
4,11,2003,615,2003,162.68421052631578,2003-11-04
5,11,2003,472,2003,162.6315789473684,2003-11-05
6,11,2003,385,2003,162.57894736842104,2003-11-06
7,11,2003,315,2003,162.52631578947367,2003-11-07
8,11,2003,282,2003,162.47368421052633,2003-11-08
9,11,2003,260,2003,162.42105263157896,2003-11-09
10,11,2003,257,2003,162.3684210526316,2003-11-10
11,11,2003,256,2003,162.31578947368422,2003-11-11
12,11,2003,230,2003,162.26315789473685,2003-11-12
13,11,2003,220,2003,162.21052631578948,2003-11-13
14,11,2003,204,2003,162.1578947368421,2003-11-14
15,11,2003,184,2003,162.10526315789474,2003-11-15
16,11,2003,173,2003,162.05263157894737,2003-11-16
17,11,2003,162,2003,162,2003-11-17
18,11,2003,206,2003,162.42857142857142,2003-11-18
19,11,2003,238,2003,162.85714285714286,2003-11-19
20,11,2003,232,2003,163.28571428571428,2003-11-20
21,11,2003,215,2003,163.71428571428572,2003-11-21
22,11,2003,191,2003,164.14285714285714,2003-11-22
23,11,2003,178,2003,164.57142857142858,2003-11-23
24,11,2003,165,2003,165,2003-11-24
25,11,2003,165,2003,160,2003-11-25
26,11,2003,155,2003,155,2003-11-26
27,11,2003,595,2003,153.5,2003-11-27
28,11,2003,949,2003,152,2003-11-28
29,11,2003,806,2003,150.5,2003-11-29
30,11,2003,640,2003,149,2003-11-30
1,12,2003,531,2003,147.5,2003-12-01
2,12,2003,442,2003,146,2003-12-02
3,12,2003,388,2003,144.5,2003-12-03
4,12,2003,333,2003,143,2003-12-04
5,12,2003,286,2003,141.5,2003-12-05
6,12,2003,249,2003,140,2003-12-06
7,12,2003,225,2003,138.5,2003-12-07
8,12,2003,209,2003,137,2003-12-08
9,12,2003,197,2003,135.5,2003-12-09
10,12,2003,183,2003,134,2003-12-10
11,12,2003,178,2003,132.5,2003-12-11
12,12,2003,172,2003,131,2003-12-12
13,12,2003,165,2003,129.5,2003-12-13
14,12,2003,155,2003,128,2003-12-14
15,12,2003,152,2003,126.5,2003-12-15
16,12,2003,146,2003,125,2003-12-16
17,12,2003,142,2003,123.5,2003-12-17
18,12,2003,130,2003,122,2003-12-18
19,12,2003,120,2003,120,2003-12-19
20,12,2003,119,2003,119,2003-12-20
21,12,2003,114,2003,114,2003-12-21
22,12,2003,215,2003,116.45454545454545,2003-12-22
23,12,2003,378,2003,118.9090909090909,2003-12-23
24,12,2003,294,2003,121.36363636363636,2003-12-24
25,12,2003,233,2003,123.81818181818181,2003-12-25
26,12,2003,196,2003,126.27272727272727,2003-12-26
27,12,2003,176,2003,128.72727272727272,2003-12-27
28,12,2003,166,2003,131.1818181818182,2003-12-28
29,12,2003,167,2003,133.63636363636363,2003-12-29
30,12,2003,390,2003,136.0909090909091,2003-12-30
31,12,2003,761,2003,138.54545454545453,2003-12-31
1,1,2004,704,2004,141,2004-01-01
2,1,2004,566,2004,143.45454545454544,2004-01-02
3,1,2004,466,2004,145.9090909090909,2004-01-03
4,1,2004,385,2004,148.36363636363637,2004-01-04
5,1,2004,331,2004,150.8181818181818,2004-01-05
6,1,2004,281,2004,153.27272727272728,2004-01-06
7,1,2004,238,2004,155.72727272727272,2004-01-07
8,1,2004,218,2004,158.1818181818182,2004-01-08
9,1,2004,196,2004,160.63636363636363,2004-01-09
10,1,2004,191,2004,163.0909090909091,2004-01-10
11,1,2004,184,2004,165.54545454545456,2004-01-11
12,1,2004,168,2004,168,2004-01-12
13,1,2004,172,2004,166.05,2004-01-13
14,1,2004,171,2004,164.1,2004-01-14
15,1,2004,189,2004,162.15,2004-01-15
16,1,2004,267,2004,160.2,2004-01-16
17,1,2004,241,2004,158.25,2004-01-17
18,1,2004,630,2004,156.3,2004-01-18
19,1,2004,589,2004,154.35,2004-01-19
20,1,2004,493,2004,152.4,2004-01-20
21,1,2004,415,2004,150.45,2004-01-21
22,1,2004,351,2004,148.5,2004-01-22
23,1,2004,283,2004,146.55,2004-01-23
24,1,2004,245,2004,144.6,2004-01-24
25,1,2004,214,2004,142.65,2004-01-25
26,1,2004,194,2004,140.7,2004-01-26
27,1,2004,183,2004,138.75,2004-01-27
28,1,2004,175,2004,136.8,2004-01-28
29,1,2004,165,2004,134.85,2004-01-29
30,1,2004,149,2004,132.9,2004-01-30
31,1,2004,137,2004,130.95,2004-01-31
1,2,2004,129,2004,129,2004-02-01
2,2,2004,137,2004,129.88235294117646,2004-02-02
3,2,2004,143,2004,130.76470588235293,2004-02-03
4,2,2004,151,2004,131.64705882352942,2004-02-04
5,2,2004,184,2004,132.52941176470588,2004-02-05
6,2,2004,233,2004,133.41176470588235,2004-02-06
7,2,2004,255,2004,134.2941176470588,2004-02-07
8,2,2004,295,2004,135.1764705882353,2004-02-08
9,2,2004,368,2004,136.05882352941177,2004-02-09
10,2,2004,329,2004,136.94117647058823,2004-02-10
11,2,2004,276,2004,137.8235294117647,2004-02-11
12,2,2004,243,2004,138.7058823529412,2004-02-12
13,2,2004,215,2004,139.58823529411765,2004-02-13
14,2,2004,193,2004,140.47058823529412,2004-02-14
15,2,2004,178,2004,141.35294117647058,2004-02-15
16,2,2004,164,2004,142.23529411764707,2004-02-16
17,2,2004,153,2004,143.11764705882354,2004-02-17
18,2,2004,144,2004,144,2004-02-18
19,2,2004,139,2004,139,2004-02-19
20,2,2004,134,2004,134,2004-02-20
21,2,2004,138,2004,135,2004-02-21
22,2,2004,132,2004,132,2004-02-22
23,2,2004,149,2004,140.1,2004-02-23
24,2,2004,401,2004,148.2,2004-02-24
25,2,2004,436,2004,156.3,2004-02-25
26,2,2004,375,2004,164.4,2004-02-26
27,2,2004,347,2004,172.5,2004-02-27
28,2,2004,315,2004,180.6,2004-02-28
29,2,2004,270,2004,188.7,2004-02-29
1,3,2004,261,2004,196.8,2004-03-01
2,3,2004,230,2004,204.9,2004-03-02
3,3,2004,213,2004,213,2004-03-03
4,3,2004,219,2004,209.66666666666666,2004-03-04
5,3,2004,216,2004,206.33333333333334,2004-03-05
6,3,2004,207,2004,203,2004-03-06
7,3,2004,198,2004,198,2004-03-07
8,3,2004,200,2004,196.33333333333334,2004-03-08
9,3,2004,193,2004,193,2004-03-09
10,3,2004,192,2004,192,2004-03-10
11,3,2004,192,2004,192,2004-03-11
12,3,2004,196,2004,196,2004-03-12
13,3,2004,212,2004,212,2004-03-13
14,3,2004,305,2004,305,2004-03-14
15,3,2004,592,2004,366.58333333333337,2004-03-15
16,3,2004,689,2004,401.5,2004-03-16
17,3,2004,718,2004,436.4166666666667,2004-03-17
18,3,2004,737,2004,471.3333333333333,2004-03-18
19,3,2004,715,2004,506.25,2004-03-19
20,3,2004,627,2004,541.1666666666667,2004-03-20
21,3,2004,627,2004,576.0833333333333,2004-03-21
22,3,2004,611,2004,611,2004-03-22
23,3,2004,931,2004,596.1666666666666,2004-03-23
24,3,2004,1362,2004,581.3333333333334,2004-03-24
25,3,2004,1448,2004,566.5,2004-03-25
26,3,2004,1077,2004,551.6666666666666,2004-03-26
27,3,2004,839,2004,536.8333333333334,2004-03-27
28,3,2004,696,2004,522,2004-03-28
29,3,2004,589,2004,507.16666666666663,2004-03-29
30,3,2004,526,2004,492.33333333333337,2004-03-30
31,3,2004,473,2004,473,2004-03-31
1,4,2004,443,2004,443,2004-04-01
2,4,2004,437,2004,437,2004-04-02
3,4,2004,433,2004,433,2004-04-03
4,4,2004,429,2004,429,2004-04-04
5,4,2004,438,2004,424.7931034482759,2004-04-05
6,4,2004,587,2004,420.58620689655174,2004-04-06
7,4,2004,1282,2004,416.37931034482756,2004-04-07
8,4,2004,1282,2004,412.17241379310343,2004-04-08
9,4,2004,956,2004,407.9655172413793,2004-04-09
10,4,2004,926,2004,403.7586206896552,2004-04-10
11,4,2004,915,2004,399.55172413793105,2004-04-11
12,4,2004,781,2004,395.3448275862069,2004-04-12
13,4,2004,775,2004,391.13793103448273,2004-04-13
14,4,2004,817,2004,386.9310344827586,2004-04-14
15,4,2004,767,2004,382.7241379310345,2004-04-15
16,4,2004,665,2004,378.51724137931035,2004-04-16
17,4,2004,587,2004,374.3103448275862,2004-04-17
18,4,2004,536,2004,370.1034482758621,2004-04-18
19,4,2004,510,2004,365.8965517241379,2004-04-19
20,4,2004,530,2004,361.6896551724138,2004-04-20
21,4,2004,539,2004,357.48275862068965,2004-04-21
22,4,2004,489,2004,353.2758620689655,2004-04-22
23,4,2004,449,2004,349.0689655172414,2004-04-23
24,4,2004,431,2004,344.8620689655172,2004-04-24
25,4,2004,490,2004,340.6551724137931,2004-04-25
26,4,2004,474,2004,336.44827586206895,2004-04-26
27,4,2004,413,2004,332.2413793103448,2004-04-27
28,4,2004,377,2004,328.0344827586207,2004-04-28
29,4,2004,353,2004,323.82758620689657,2004-04-29
30,4,2004,339,2004,319.62068965517244,2004-04-30
1,5,2004,327,2004,315.41379310344826,2004-05-01
2,5,2004,310,2004,310,2004-05-02
3,5,2004,307,2004,307,2004-05-03
4,5,2004,299,2004,299,2004-05-04
5,5,2004,321,2004,297.6666666666667,2004-05-05
6,5,2004,477,2004,296.3333333333333,2004-05-06
7,5,2004,701,2004,295,2004-05-07
8,5,2004,581,2004,293.6666666666667,2004-05-08
9,5,2004,575,2004,292.3333333333333,2004-05-09
10,5,2004,534,2004,291,2004-05-10
11,5,2004,471,2004,289.6666666666667,2004-05-11
12,5,2004,414,2004,288.3333333333333,2004-05-12
13,5,2004,408,2004,287,2004-05-13
14,5,2004,460,2004,285.6666666666667,2004-05-14
15,5,2004,436,2004,284.3333333333333,2004-05-15
16,5,2004,390,2004,283,2004-05-16
17,5,2004,356,2004,281.6666666666667,2004-05-17
18,5,2004,333,2004,280.3333333333333,2004-05-18
19,5,2004,295,2004,279,2004-05-19
20,5,2004,289,2004,277.6666666666667,2004-05-20
21,5,2004,276,2004,276,2004-05-21
22,5,2004,275,2004,275,2004-05-22
23,5,2004,379,2004,269.6875,2004-05-23
24,5,2004,479,2004,264.375,2004-05-24
25,5,2004,383,2004,259.0625,2004-05-25
26,5,2004,321,2004,253.75,2004-05-26
27,5,2004,279,2004,248.4375,2004-05-27
28,5,2004,252,2004,243.125,2004-05-28
29,5,2004,250,2004,237.8125,2004-05-29
30,5,2004,244,2004,232.5,2004-05-30
31,5,2004,230,2004,227.1875,2004-05-31
1,6,2004,220,2004,220,2004-06-01
2,6,2004,227,2004,216.5625,2004-06-02
3,6,2004,219,2004,211.25,2004-06-03
4,6,2004,219,2004,205.9375,2004-06-04
5,6,2004,212,2004,200.625,2004-06-05
6,6,2004,205,2004,195.3125,2004-06-06
7,6,2004,190,2004,190,2004-06-07
8,6,2004,184,2004,184,2004-06-08
9,6,2004,178,2004,178,2004-06-09
10,6,2004,175,2004,175,2004-06-10
11,6,2004,174,2004,174,2004-06-11
12,6,2004,173,2004,173,2004-06-12
13,6,2004,200,2004,176.125,2004-06-13
14,6,2004,416,2004,179.25,2004-06-14
15,6,2004,324,2004,182.375,2004-06-15
16,6,2004,253,2004,185.5,2004-06-16
17,6,2004,233,2004,188.625,2004-06-17
18,6,2004,216,2004,191.75,2004-06-18
19,6,2004,217,2004,194.875,2004-06-19
20,6,2004,198,2004,198,2004-06-20
21,6,2004,657,2004,209.72727272727272,2004-06-21
22,6,2004,584,2004,221.45454545454547,2004-06-22
23,6,2004,431,2004,233.1818181818182,2004-06-23
24,6,2004,361,2004,244.9090909090909,2004-06-24
25,6,2004,314,2004,256.6363636363636,2004-06-25
26,6,2004,460,2004,268.3636363636364,2004-06-26
27,6,2004,432,2004,280.0909090909091,2004-06-27
28,6,2004,334,2004,291.8181818181818,2004-06-28
29,6,2004,387,2004,303.54545454545456,2004-06-29
30,6,2004,418,2004,315.27272727272725,2004-06-30
1,7,2004,327,2004,327,2004-07-01
2,7,2004,413,2004,318.23809523809524,2004-07-02
3,7,2004,843,2004,309.4761904761905,2004-07-03
4,7,2004,689,2004,300.7142857142857,2004-07-04
5,7,2004,488,2004,291.95238095238096,2004-07-05
6,7,2004,395,2004,283.1904761904762,2004-07-06
7,7,2004,421,2004,274.42857142857144,2004-07-07
8,7,2004,349,2004,265.6666666666667,2004-07-08
9,7,2004,287,2004,256.9047619047619,2004-07-09
10,7,2004,259,2004,248.14285714285717,2004-07-10
11,7,2004,233,2004,233,2004-07-11
12,7,2004,241,2004,230.61904761904762,2004-07-12
13,7,2004,245,2004,221.85714285714286,2004-07-13
14,7,2004,225,2004,213.09523809523807,2004-07-14
15,7,2004,214,2004,204.33333333333334,2004-07-15
16,7,2004,191,2004,191,2004-07-16
17,7,2004,174,2004,174,2004-07-17
18,7,2004,172,2004,172,2004-07-18
19,7,2004,160,2004,160,2004-07-19
20,7,2004,155,2004,155,2004-07-20
21,7,2004,149,2004,149,2004-07-21
22,7,2004,143,2004,143,2004-07-22
23,7,2004,136,2004,136,2004-07-23
24,7,2004,163,2004,134.55555555555554,2004-07-24
25,7,2004,199,2004,133.11111111111111,2004-07-25
26,7,2004,181,2004,131.66666666666666,2004-07-26
27,7,2004,160,2004,130.22222222222223,2004-07-27
28,7,2004,192,2004,128.77777777777777,2004-07-28
29,7,2004,168,2004,127.33333333333333,2004-07-29
30,7,2004,158,2004,125.88888888888889,2004-07-30
31,7,2004,141,2004,124.44444444444444,2004-07-31
1,8,2004,123,2004,123,2004-08-01
2,8,2004,126,2004,124,2004-08-02
3,8,2004,125,2004,125,2004-08-03
4,8,2004,125,2004,122.75,2004-08-04
5,8,2004,127,2004,120.5,2004-08-05
6,8,2004,125,2004,118.25,2004-08-06
7,8,2004,116,2004,116,2004-08-07
8,8,2004,150,2004,115.38461538461539,2004-08-08
9,8,2004,219,2004,114.76923076923077,2004-08-09
10,8,2004,207,2004,114.15384615384616,2004-08-10
11,8,2004,184,2004,113.53846153846153,2004-08-11
12,8,2004,151,2004,112.92307692307692,2004-08-12
13,8,2004,127,2004,112.3076923076923,2004-08-13
14,8,2004,135,2004,111.6923076923077,2004-08-14
15,8,2004,196,2004,111.07692307692308,2004-08-15
16,8,2004,181,2004,110.46153846153847,2004-08-16
17,8,2004,148,2004,109.84615384615384,2004-08-17
18,8,2004,132,2004,109.23076923076923,2004-08-18
19,8,2004,120,2004,108.61538461538461,2004-08-19
20,8,2004,108,2004,108,2004-08-20
21,8,2004,108,2004,108,2004-08-21
22,8,2004,163,2004,110.9090909090909,2004-08-22
23,8,2004,166,2004,112.36363636363636,2004-08-23
24,8,2004,136,2004,113.81818181818181,2004-08-24
25,8,2004,126,2004,115.27272727272727,2004-08-25
26,8,2004,128,2004,116.72727272727272,2004-08-26
27,8,2004,222,2004,118.18181818181819,2004-08-27
28,8,2004,201,2004,119.63636363636364,2004-08-28
29,8,2004,164,2004,121.0909090909091,2004-08-29
30,8,2004,134,2004,122.54545454545455,2004-08-30
31,8,2004,124,2004,124,2004-08-31
1,9,2004,192,2004,121.53333333333333,2004-09-01
2,9,2004,297,2004,119.06666666666666,2004-09-02
3,9,2004,234,2004,116.6,2004-09-03
4,9,2004,189,2004,114.13333333333333,2004-09-04
5,9,2004,154,2004,111.66666666666667,2004-09-05
6,9,2004,139,2004,109.2,2004-09-06
7,9,2004,127,2004,106.73333333333333,2004-09-07
8,9,2004,117,2004,104.26666666666667,2004-09-08
9,9,2004,103,2004,101.8,2004-09-09
10,9,2004,97,2004,97,2004-09-10
11,9,2004,91,2004,91,2004-09-11
12,9,2004,90,2004,90,2004-09-12
13,9,2004,90,2004,90,2004-09-13
14,9,2004,92,2004,89.46666666666667,2004-09-14
15,9,2004,87,2004,87,2004-09-15
16,9,2004,120,2004,87.875,2004-09-16
17,9,2004,179,2004,88.75,2004-09-17
18,9,2004,152,2004,89.625,2004-09-18
19,9,2004,121,2004,90.5,2004-09-19
20,9,2004,115,2004,91.375,2004-09-20
21,9,2004,104,2004,92.25,2004-09-21
22,9,2004,96,2004,93.125,2004-09-22
23,9,2004,94,2004,94,2004-09-23
24,9,2004,97,2004,94.93333333333334,2004-09-24
25,9,2004,531,2004,95.86666666666666,2004-09-25
26,9,2004,396,2004,96.8,2004-09-26
27,9,2004,265,2004,97.73333333333333,2004-09-27
28,9,2004,211,2004,98.66666666666667,2004-09-28
29,9,2004,177,2004,99.6,2004-09-29
30,9,2004,152,2004,100.53333333333333,2004-09-30
1,10,2004,138,2004,101.46666666666667,2004-10-01
2,10,2004,143,2004,102.4,2004-10-02
3,10,2004,147,2004,103.33333333333333,2004-10-03
4,10,2004,145,2004,104.26666666666667,2004-10-04
5,10,2004,145,2004,105.2,2004-10-05
6,10,2004,129,2004,106.13333333333333,2004-10-06
7,10,2004,116,2004,107.06666666666666,2004-10-07
8,10,2004,108,2004,108,2004-10-08
9,10,2004,111,2004,111,2004-10-09
10,10,2004,234,2004,135.2,2004-10-10
11,10,2004,1313,2004,148.8,2004-10-11
12,10,2004,931,2004,162.4,2004-10-12
13,10,2004,620,2004,176,2004-10-13
14,10,2004,474,2004,189.6,2004-10-14
15,10,2004,381,2004,203.2,2004-10-15
16,10,2004,447,2004,216.8,2004-10-16
17,10,2004,1286,2004,230.4,2004-10-17
18,10,2004,1484,2004,244,2004-10-18
19,10,2004,998,2004,257.6,2004-10-19
20,10,2004,766,2004,271.2,2004-10-20
21,10,2004,640,2004,284.8,2004-10-21
22,10,2004,555,2004,298.4,2004-10-22
23,10,2004,922,2004,312,2004-10-23
24,10,2004,724,2004,325.6,2004-10-24
25,10,2004,545,2004,339.2,2004-10-25
26,10,2004,466,2004,352.8,2004-10-26
27,10,2004,409,2004,366.4,2004-10-27
28,10,2004,380,2004,380,2004-10-28
29,10,2004,396,2004,391.5,2004-10-29
30,10,2004,464,2004,403,2004-10-30
31,10,2004,1005,2004,414.5,2004-10-31
1,11,2004,1743,2004,426,2004-11-01
2,11,2004,1365,2004,437.5,2004-11-02
3,11,2004,953,2004,449,2004-11-03
4,11,2004,764,2004,460.5,2004-11-04
5,11,2004,651,2004,472,2004-11-05
6,11,2004,588,2004,483.5,2004-11-06
7,11,2004,574,2004,495,2004-11-07
8,11,2004,539,2004,506.5,2004-11-08
9,11,2004,518,2004,518,2004-11-09
10,11,2004,490,2004,490,2004-11-10
11,11,2004,655,2004,489,2004-11-11
12,11,2004,718,2004,474.5,2004-11-12
13,11,2004,664,2004,460,2004-11-13
14,11,2004,712,2004,445.5,2004-11-14
15,11,2004,615,2004,431,2004-11-15
16,11,2004,548,2004,416.5,2004-11-16
17,11,2004,495,2004,402,2004-11-17
18,11,2004,446,2004,387.5,2004-11-18
19,11,2004,409,2004,373,2004-11-19
20,11,2004,386,2004,358.5,2004-11-20
21,11,2004,356,2004,344,2004-11-21
22,11,2004,316,2004,316,2004-11-22
23,11,2004,302,2004,302,2004-11-23
24,11,2004,291,2004,291,2004-11-24
25,11,2004,275,2004,275,2004-11-25
26,11,2004,262,2004,262,2004-11-26
27,11,2004,251,2004,251,2004-11-27
28,11,2004,243,2004,242.5,2004-11-28
29,11,2004,228,2004,228,2004-11-29
30,11,2004,231,2004,231,2004-11-30
1,12,2004,308,2004,229.71428571428572,2004-12-01
2,12,2004,427,2004,228.42857142857142,2004-12-02
3,12,2004,402,2004,227.14285714285714,2004-12-03
4,12,2004,394,2004,225.85714285714286,2004-12-04
5,12,2004,359,2004,224.57142857142858,2004-12-05
6,12,2004,325,2004,223.28571428571428,2004-12-06
7,12,2004,320,2004,222,2004-12-07
8,12,2004,314,2004,220.71428571428572,2004-12-08
9,12,2004,291,2004,219.42857142857142,2004-12-09
10,12,2004,275,2004,218.14285714285714,2004-12-10
11,12,2004,255,2004,216.85714285714286,2004-12-11
12,12,2004,236,2004,215.57142857142858,2004-12-12
13,12,2004,222,2004,214.28571428571428,2004-12-13
14,12,2004,213,2004,213,2004-12-14
15,12,2004,207,2004,207,2004-12-15
16,12,2004,206,2004,204.8,2004-12-16
17,12,2004,208,2004,200.7,2004-12-17
18,12,2004,212,2004,196.6,2004-12-18
19,12,2004,200,2004,192.5,2004-12-19
20,12,2004,193,2004,188.4,2004-12-20
21,12,2004,194,2004,184.3,2004-12-21
22,12,2004,183,2004,180.2,2004-12-22
23,12,2004,173,2004,173,2004-12-23
24,12,2004,172,2004,172,2004-12-24
25,12,2004,170,2004,170,2004-12-25
26,12,2004,170,2004,167.9318181818182,2004-12-26
27,12,2004,629,2004,165.86363636363637,2004-12-27
28,12,2004,1177,2004,163.79545454545453,2004-12-28
29,12,2004,954,2004,161.72727272727272,2004-12-29
30,12,2004,748,2004,159.6590909090909,2004-12-30
31,12,2004,621,2004,157.5909090909091,2004-12-31
1,1,2005,540,2005,155.52272727272728,2005-01-01
2,1,2005,459,2005,153.45454545454544,2005-01-02
3,1,2005,415,2005,151.38636363636363,2005-01-03
4,1,2005,390,2005,149.3181818181818,2005-01-04
5,1,2005,346,2005,147.25,2005-01-05
6,1,2005,302,2005,145.1818181818182,2005-01-06
7,1,2005,263,2005,143.11363636363637,2005-01-07
8,1,2005,238,2005,141.04545454545456,2005-01-08
9,1,2005,211,2005,138.97727272727272,2005-01-09
10,1,2005,204,2005,136.9090909090909,2005-01-10
11,1,2005,196,2005,134.8409090909091,2005-01-11
12,1,2005,187,2005,132.77272727272728,2005-01-12
13,1,2005,179,2005,130.70454545454544,2005-01-13
14,1,2005,178,2005,128.63636363636363,2005-01-14
15,1,2005,170,2005,126.56818181818181,2005-01-15
16,1,2005,159,2005,124.5,2005-01-16
17,1,2005,150,2005,122.43181818181819,2005-01-17
18,1,2005,145,2005,120.36363636363637,2005-01-18
19,1,2005,147,2005,118.29545454545453,2005-01-19
20,1,2005,139,2005,116.22727272727272,2005-01-20
21,1,2005,138,2005,114.1590909090909,2005-01-21
22,1,2005,140,2005,112.0909090909091,2005-01-22
23,1,2005,126,2005,110.02272727272728,2005-01-23
24,1,2005,121,2005,107.95454545454547,2005-01-24
25,1,2005,120,2005,105.88636363636363,2005-01-25
26,1,2005,122,2005,103.81818181818181,2005-01-26
27,1,2005,113,2005,101.75,2005-01-27
28,1,2005,121,2005,99.68181818181819,2005-01-28
29,1,2005,110,2005,97.61363636363637,2005-01-29
30,1,2005,104,2005,95.54545454545455,2005-01-30
31,1,2005,100,2005,93.47727272727272,2005-01-31
1,2,2005,104,2005,91.4090909090909,2005-02-01
2,2,2005,104,2005,89.3409090909091,2005-02-02
3,2,2005,99,2005,87.27272727272728,2005-02-03
4,2,2005,96,2005,85.20454545454545,2005-02-04
5,2,2005,92,2005,83.13636363636363,2005-02-05
6,2,2005,81,2005,81,2005-02-06
7,2,2005,79,2005,79,2005-02-07
8,2,2005,77,2005,77,2005-02-08
9,2,2005,76,2005,76,2005-02-09
10,2,2005,77,2005,77,2005-02-10
11,2,2005,79,2005,79,2005-02-11
12,2,2005,85,2005,84.53846153846153,2005-02-12
13,2,2005,177,2005,87.38461538461539,2005-02-13
14,2,2005,291,2005,90.23076923076923,2005-02-14
15,2,2005,205,2005,93.07692307692308,2005-02-15
16,2,2005,160,2005,95.92307692307692,2005-02-16
17,2,2005,140,2005,98.76923076923077,2005-02-17
18,2,2005,129,2005,101.61538461538461,2005-02-18
19,2,2005,122,2005,104.46153846153847,2005-02-19
20,2,2005,117,2005,107.3076923076923,2005-02-20
21,2,2005,115,2005,110.15384615384616,2005-02-21
22,2,2005,113,2005,113,2005-02-22
23,2,2005,118,2005,109,2005-02-23
24,2,2005,117,2005,105,2005-02-24
25,2,2005,115,2005,101,2005-02-25
26,2,2005,113,2005,97,2005-02-26
27,2,2005,107,2005,93,2005-02-27
28,2,2005,98,2005,89,2005-02-28
1,3,2005,86,2005,85,2005-03-01
2,3,2005,81,2005,81,2005-03-02
3,3,2005,83,2005,80.8,2005-03-03
4,3,2005,86,2005,80.6,2005-03-04
5,3,2005,88,2005,80.4,2005-03-05
6,3,2005,83,2005,80.2,2005-03-06
7,3,2005,80,2005,80,2005-03-07
8,3,2005,80,2005,80,2005-03-08
9,3,2005,88,2005,88,2005-03-09
10,3,2005,108,2005,107.70588235294117,2005-03-10
11,3,2005,98,2005,98,2005-03-11
12,3,2005,101,2005,101,2005-03-12
13,3,2005,272,2005,135.41176470588235,2005-03-13
14,3,2005,440,2005,144.6470588235294,2005-03-14
15,3,2005,414,2005,153.88235294117646,2005-03-15
16,3,2005,398,2005,163.11764705882354,2005-03-16
17,3,2005,439,2005,172.3529411764706,2005-03-17
18,3,2005,474,2005,181.58823529411765,2005-03-18
19,3,2005,460,2005,190.8235294117647,2005-03-19
